Date,Year,是否节假日,所处节日,产品,产品部门,品类,促销活动,折扣类型,促销渠道,促销广告类型,广告媒体名称,客户类型,客户性别,客户城市,客户所在州,客户所在区域,经销商名称,交易类型,支付方式,numeric1,numeric2,销售金额,成本金额,毛利额
1/17/2016,2016,NonHoliday,ValentinesDay,SanTop Rotisserie Chicken,Food,Meat,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Olathe,Kansas,Midwest,Ripe Warehouse,购买,Credit,66,-79,783,693,780.1
1/17/2016,2016,NonHoliday,ValentinesDay,Pam's Club Whole Milk,Food,Dairy,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Gary,Indiana,Midwest,Ripe Warehouse,购买,Credit,53,28,1211,21,1321.4
1/17/2016,2016,NonHoliday,ValentinesDay,Super-Valu Squash,Food,Produce,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,Alton,Virginia,East,Ripe Warehouse,购买,Debit,-78,9,4060,2436,1554.1
1/17/2016,2016,NonHoliday,ValentinesDay,EasyFind Dish Soap,Non-food,Cleaning Supplies,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Fort Worth,Texas,Southwest,Ripe Warehouse,购买,Credit,-46,69,192,56,566.1
1/17/2016,2016,NonHoliday,ValentinesDay,Pam's Club Catfish,Food,Seafood,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Albany,Vermont,East,Ripe Warehouse,Return,Debit,96,-63,-378,-300,414.9
1/17/2016,2016,NonHoliday,ValentinesDay,VidaSource Stuffed Animal,Misc,Gifts,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,Montpelier,Vermont,East,Ripe Warehouse,购买,Credit,63,-51,6426,1548,5201.1
1/17/2016,2016,NonHoliday,ValentinesDay,SanTop Chocolate Ice Cream,Food,Frozen Goods,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Flomot,Texas,Southwest,Ripe Warehouse,购买,Check,-75,86,1918,315,2267.6
1/17/2016,2016,NonHoliday,ValentinesDay,JoyDeal Canned Tomatoes,Food,Canned Goods,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Barnstead,New Hampshire,East,Ripe Warehouse,购买,Credit,73,21,3516,3156,477.1
1/17/2016,2016,NonHoliday,ValentinesDay,Super-Valu Chicken Nuggets,Food,Meat,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Crawfordville,Florida,South,Ripe Warehouse,购买,Cash,-85,-90,2550,2350,925
1/17/2016,2016,NonHoliday,ValentinesDay,VidaSource Canned Tuna,Food,Canned Goods,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Vancouver,Washington,West,Ripe Warehouse,购买,Credit,-35,31,2562,2226,397.1
1/17/2016,2016,NonHoliday,ValentinesDay,Portland's Best Dish Soap,Non-food,Cleaning Supplies,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Livonia,Michigan,Midwest,Ripe Warehouse,购买,Credit,-100,34,2500,1170,1345.6
1/17/2016,2016,NonHoliday,ValentinesDay,Super-Valu Canned Chicken Broth,Food,Canned Goods,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Dallas,Texas,Southwest,Ripe Warehouse,购买,Debit,25,88,3472,880,3391.4
1/17/2016,2016,NonHoliday,ValentinesDay,SanTop Chocolate Ice Cream,Food,Frozen Goods,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,Elizabeth,New Jersey,East,Ripe Warehouse,购买,Cash,-63,-6,3288,540,2688.6
1/17/2016,2016,NonHoliday,ValentinesDay,EasyFind Dish Soap,Non-food,Cleaning Supplies,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Houston,Texas,Southwest,Ripe Warehouse,购买,Credit,52,54,144,42,445.6
1/17/2016,2016,NonHoliday,ValentinesDay,Mother's Choice Chicken Nuggets,Food,Meat,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,Floresville,Texas,Southwest,Ripe Warehouse,购买,Debit,12,-89,4088,2702,2190.1
1/17/2016,2016,NonHoliday,ValentinesDay,EasyFind Ipa,Non-food,Liquor,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Paulina,Oregon,West,Ripe Warehouse,购买,Cash,24,32,6688,4576,2238.4
1/17/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Vanilla Ice Cream,Food,Frozen Goods,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Hampton,Georgia,South,Ripe Warehouse,购买,Cash,-100,23,5550,2990,2512.9
1/17/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Rubber Gloves,Non-food,Cleaning Supplies,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Carson City,Nevada,West,Ripe Warehouse,购买,Credit,48,14,984,528,523.6
1/17/2016,2016,NonHoliday,ValentinesDay,Super-Valu Rash Ointment,Medical,Medical,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Elgin,Arizona,Southwest,Ripe Warehouse,购买,Credit,14,-76,864,384,1071.6
1/17/2016,2016,NonHoliday,ValentinesDay,Pam's Club Sling,Medical,Medical,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Chillicothe,Missouri,Midwest,Ripe Warehouse,购买,Credit,41,98,2020,1345,1676.4
1/17/2016,2016,NonHoliday,ValentinesDay,Mother's Choice Starch,Non-food,Cleaning Supplies,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Baltimore,Maryland,East,Ripe Warehouse,购买,Credit,69,-22,3036,2464,689.4
1/17/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Nicotine Patches,Medical,Pharmacy,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Corona,California,West,Ripe Warehouse,Return,Credit,91,-30,-384,-135,-68
1/17/2016,2016,NonHoliday,ValentinesDay,EasyFind Frozen French Fries,Food,Frozen Goods,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Atalissa,Iowa,Midwest,Ripe Warehouse,购买,Credit,-22,85,2346,1620,1426.5
1/17/2016,2016,NonHoliday,ValentinesDay,Mother's Choice Asthma Inhaler,Medical,Pharmacy,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Horseshoe Bend,Arkansas,South,Ripe Warehouse,购买,Credit,-52,-14,6432,2944,3455.6
1/17/2016,2016,NonHoliday,ValentinesDay,SimpleBuy Decongestant,Medical,Pharmacy,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Indianapolis,Indiana,Midwest,Ripe Warehouse,购买,Cash,60,-65,377,103,756.5
1/17/2016,2016,NonHoliday,ValentinesDay,Pam's Club Stuffed Animal,Misc,Gifts,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Richardson,Texas,Southwest,Ripe Warehouse,购买,Debit,-67,89,257,172,810.1
1/17/2016,2016,NonHoliday,ValentinesDay,TopQuality Canned Tuna,Food,Canned Goods,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Brule,Nebraska,Midwest,Ripe Warehouse,购买,Credit,-21,-13,494,275,214.9
1/17/2016,2016,NonHoliday,ValentinesDay,TopQuality Bacon,Food,Meat,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,公司,0,Rochester,New York,East,Ripe Warehouse,购买,Debit,47,-34,3576,1128,2610.6
1/17/2016,2016,NonHoliday,ValentinesDay,SimpleBuy Bracelet,Misc,Gifts,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Delmita,Texas,Southwest,Ripe Warehouse,购买,Credit,-42,-42,957,770,321.4
1/17/2016,2016,NonHoliday,ValentinesDay,JoyDeal Beard Trimmer,Misc,Gifts,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Breckenridge,Colorado,Southwest,Ripe Warehouse,购买,Cash,11,-95,1410,1212,1111.5
1/17/2016,2016,NonHoliday,ValentinesDay,Mother's Choice Asthma Inhaler,Medical,Pharmacy,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,Brookhaven,Mississippi,South,Ripe Warehouse,购买,Credit,-58,-14,4020,1840,2141.6
1/17/2016,2016,NonHoliday,ValentinesDay,EasyFind Canned Chicken Broth,Food,Canned Goods,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Garland,Texas,Southwest,Ripe Warehouse,购买,Credit,-30,65,1485,678,1199.5
1/17/2016,2016,NonHoliday,ValentinesDay,EasyFind Green Peppers,Food,Produce,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Cameron,Missouri,Midwest,Ripe Warehouse,购买,Credit,-59,74,2240,2048,680.6
1/17/2016,2016,NonHoliday,ValentinesDay,Super-Valu Thermometer,Medical,Medical,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,New Castle,Virginia,East,Ripe Warehouse,购买,Debit,56,24,640,615,138.6
1/17/2016,2016,NonHoliday,ValentinesDay,EasyFind Tv Dinner,Food,Frozen Goods,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Upper Marlboro,Maryland,East,Ripe Warehouse,购买,Cash,76,-91,1050,546,1408.1
1/17/2016,2016,NonHoliday,ValentinesDay,BestPrice Nicotine Gum,Medical,Pharmacy,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,North Charleston,South Carolina,South,Ripe Warehouse,购买,Credit,65,100,4704,2560,3209
1/17/2016,2016,NonHoliday,ValentinesDay,SimpleBuy Hard Cider,Non-food,Liquor,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,Bloomington,Illinois,Midwest,Ripe Warehouse,购买,Debit,-9,-74,5964,3348,3154.6
1/17/2016,2016,NonHoliday,ValentinesDay,SimpleBuy Hamburger Buns,Food,Bakery,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Baker,West Virginia,South,Ripe Warehouse,购买,Credit,95,-46,979,550,735.6
1/17/2016,2016,NonHoliday,ValentinesDay,EasyFind Ipa,Non-food,Liquor,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,公司,0,Satanta,Kansas,Midwest,Ripe Warehouse,Return,Credit,75,-100,-4180,-2860,-245
1/17/2016,2016,NonHoliday,ValentinesDay,JoyDeal Baked Beans,Food,Canned Goods,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Carrollton,Illinois,Midwest,Ripe Warehouse,购买,Credit,7,14,369,184,211.6
1/17/2016,2016,NonHoliday,ValentinesDay,EasyFind Wheechair,Medical,Medical,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Bastian,Virginia,East,Ripe Warehouse,购买,Credit,-72,-2,596,128,396.4
1/17/2016,2016,NonHoliday,ValentinesDay,SimpleBuy Bracelet,Misc,Gifts,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Sandy Ridge,Pennsylvania,East,Ripe Warehouse,购买,Debit,13,49,1566,1260,559.1
1/17/2016,2016,NonHoliday,ValentinesDay,TopQuality Frozen Juice,Food,Frozen Goods,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Barnes,Kansas,Midwest,Ripe Warehouse,购买,Credit,-28,-77,3696,324,3936.9
1/17/2016,2016,NonHoliday,ValentinesDay,BestPrice Adapters,Misc,Photography,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Inglewood,California,West,Ripe Warehouse,购买,Cash,-21,-29,3157,1672,1548.1
1/17/2016,2016,NonHoliday,ValentinesDay,Portland's Best Sling,Medical,Medical,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Kirkwood,California,West,Ripe Warehouse,购买,Cash,-66,37,167,89,148.9
1/17/2016,2016,NonHoliday,ValentinesDay,Mother's Choice Starch,Non-food,Cleaning Supplies,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Bedford,Kentucky,South,Ripe Warehouse,购买,Check,10,-83,3864,3136,1426.9
1/17/2016,2016,NonHoliday,ValentinesDay,Pam's Club Kidney Beans,Food,Canned Goods,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Ashton,Nebraska,Midwest,Ripe Warehouse,购买,Credit,-24,-75,2380,1080,1838.5
1/17/2016,2016,NonHoliday,ValentinesDay,Pam's Club White Bread,Food,Bakery,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Sunrise,Florida,South,Ripe Warehouse,购买,Credit,58,90,3264,1482,2650
1/17/2016,2016,NonHoliday,ValentinesDay,TopQuality Frozen Juice,Food,Frozen Goods,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,San Marcos,California,West,Ripe Warehouse,购买,Credit,-37,-21,2156,189,1974.1
1/17/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Vanilla Ice Cream,Food,Frozen Goods,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Burlington,Vermont,East,Ripe Warehouse,购买,Credit,-4,-13,4995,2691,2316.9
1/17/2016,2016,NonHoliday,ValentinesDay,Pam's Club White Bread,Food,Bakery,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Houston,Texas,Southwest,Ripe Warehouse,购买,Credit,67,64,544,247,773.6
1/17/2016,2016,NonHoliday,ValentinesDay,EasyFind Dish Soap,Non-food,Cleaning Supplies,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,Alleman,Iowa,Midwest,Ripe Warehouse,购买,Debit,8,-82,48,14,714.4
1/17/2016,2016,NonHoliday,ValentinesDay,ValueMart Frozen Pizza,Food,Frozen Goods,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Eureka,California,West,Ripe Warehouse,Return,Credit,48,39,-1260,-360,-699.9
1/17/2016,2016,NonHoliday,ValentinesDay,TopQuality Bratwurst,Food,Meat,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Charlotte,North Carolina,South,Ripe Warehouse,购买,Other,-31,89,2088,888,1961.1
1/17/2016,2016,NonHoliday,ValentinesDay,Super-Valu Birthday Cards,Misc,Gifts,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Houston,Texas,Southwest,Ripe Warehouse,购买,Other,16,56,2926,966,2289.6
1/17/2016,2016,NonHoliday,ValentinesDay,ValueMart Canned Chili,Food,Canned Goods,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Lost Springs,Wyoming,West,Ripe Warehouse,购买,Credit,35,33,810,552,401.9
1/17/2016,2016,NonHoliday,ValentinesDay,Super-Valu Birthday Cards,Misc,Gifts,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,Fort Worth,Texas,Southwest,Ripe Warehouse,购买,Cash,-43,-44,2717,897,1970.6
1/17/2016,2016,NonHoliday,ValentinesDay,Pam's Club Kidney Beans,Food,Canned Goods,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Union City,California,West,Ripe Warehouse,购买,Debit,-23,4,2380,1080,1278.6
1/17/2016,2016,NonHoliday,ValentinesDay,ValueMart Rubber Gloves,Non-food,Cleaning Supplies,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Strongsville,Ohio,Midwest,Ripe Warehouse,购买,Cash,-42,-68,4121,1404,3137.4
1/17/2016,2016,NonHoliday,ValentinesDay,ValueMart Frozen French Fries,Food,Frozen Goods,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Blair,West Virginia,South,Ripe Warehouse,Return,Credit,31,-94,-4873,-2288,-1670.4
1/17/2016,2016,NonHoliday,ValentinesDay,Mother's Choice Starch,Non-food,Cleaning Supplies,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Bogue,Kansas,Midwest,Ripe Warehouse,购买,Credit,80,37,1932,1568,580.9
1/19/2016,2016,NonHoliday,ValentinesDay,SanTop Wheat Bread,Food,Bakery,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Cary,North Carolina,South,Ripe Warehouse,购买,Credit,72,-43,2133,1737,652.9
1/19/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Photo Albums,Misc,Photography,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Brule,Wisconsin,Midwest,Ripe Warehouse,购买,Cash,68,72,6669,3159,4096.4
1/19/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Vanilla Ice Cream,Food,Frozen Goods,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,Phoenix,Arizona,Southwest,Ripe Warehouse,购买,Cash,59,-43,2220,1196,1267.9
1/19/2016,2016,NonHoliday,ValentinesDay,ValueMart Analog Camera,Misc,Photography,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Manchester,New Hampshire,East,Ripe Warehouse,购买,Debit,86,98,2562,616,2992.4
1/19/2016,2016,NonHoliday,ValentinesDay,ValueMart Strawberry Ice Cream,Food,Frozen Goods,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Brookton,Maine,East,Ripe Warehouse,购买,Check,72,-71,7452,3834,4194.1
1/19/2016,2016,NonHoliday,ValentinesDay,SimpleBuy Canned Olives,Food,Canned Goods,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Columbus,Ohio,Midwest,Ripe Warehouse,购买,Credit,43,-90,920,320,1453
1/19/2016,2016,NonHoliday,ValentinesDay,Super-Valu Squash,Food,Produce,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,Crawfordville,Florida,South,Ripe Warehouse,购买,Cash,-30,60,1450,870,910
1/19/2016,2016,NonHoliday,ValentinesDay,JoyDeal Tv Dinner,Food,Frozen Goods,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,El Monte,California,West,Ripe Warehouse,购买,Other,24,-43,1610,203,1615.9
1/19/2016,2016,NonHoliday,ValentinesDay,SanTop Pain Killers,Medical,Pharmacy,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Deltona,Florida,South,Ripe Warehouse,购买,Debit,6,-95,1164,612,1460.5
1/19/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Cough Syrup,Medical,Pharmacy,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Excelsior Springs,Missouri,Midwest,Ripe Warehouse,购买,Credit,-3,-3,3341,533,2805.9
1/19/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Rubber Gloves,Non-food,Cleaning Supplies,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Armstrong,Texas,Southwest,Ripe Warehouse,购买,Cash,-98,95,1312,704,1412.5
1/19/2016,2016,NonHoliday,ValentinesDay,DealZone Catfish,Food,Seafood,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Phoenix,Arizona,Southwest,Ripe Warehouse,购买,Debit,-86,62,6288,3392,3194.4
1/19/2016,2016,NonHoliday,ValentinesDay,Pam's Club Kidney Beans,Food,Canned Goods,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Becker,Minnesota,Midwest,Ripe Warehouse,购买,Debit,-4,38,2380,1080,1440.4
1/19/2016,2016,NonHoliday,ValentinesDay,SimpleBuy Minestrone Soup,Food,Canned Goods,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Dade City,Florida,South,Ripe Warehouse,购买,Credit,87,-89,858,582,1155.1
1/19/2016,2016,NonHoliday,ValentinesDay,TopQuality Canned Tuna,Food,Canned Goods,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,El Paso,Texas,Southwest,Ripe Warehouse,购买,Debit,26,-84,4940,2750,2921.6
1/19/2016,2016,NonHoliday,ValentinesDay,SimpleBuy Bourbon,Non-food,Liquor,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Mount Olivet,Kentucky,South,Ripe Warehouse,购买,Credit,10,44,846,240,809.6
1/19/2016,2016,NonHoliday,ValentinesDay,SanTop Air Freshener,Non-food,Cleaning Supplies,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Montgomery,Alabama,South,Ripe Warehouse,购买,Debit,64,40,5166,2324,3066
1/19/2016,2016,NonHoliday,ValentinesDay,SanTop Rotisserie Chicken,Food,Meat,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Chappells,South Carolina,South,Ripe Warehouse,购买,Credit,-41,-94,87,77,852.6
1/19/2016,2016,NonHoliday,ValentinesDay,Trader Jon's Photo Albums,Misc,Photography,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Brookton,Maine,East,Ripe Warehouse,购买,Cash,-6,-37,3591,1701,2020.9
1/19/2016,2016,NonHoliday,ValentinesDay,Super-Valu Chicken Nuggets,Food,Meat,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Bula,Texas,Southwest,Ripe Warehouse,购买,Credit,-57,35,4080,3760,385.5
1/19/2016,2016,NonHoliday,ValentinesDay,ValueMart Splint,Medical,Medical,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Manteca,California,West,Ripe Warehouse,购买,Cash,36,8,2970,2530,482.4
1/19/2016,2016,NonHoliday,ValentinesDay,BestPrice Ale,Non-food,Liquor,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Rising Fawn,Georgia,South,Ripe Warehouse,购买,Credit,-41,30,1390,350,1089
